nom_voltage,nom_temperature,nom_process,related_pin A,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,0.1,0.0352419
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,0.1,0.0362865
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,0.1,0.0373870
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,0.1,0.0394979
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,0.1,0.0433650
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,0.1,0.0504185
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,0.1,0.0636425
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,1,  0.0400543
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,1,0.0410891
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,1,0.0421967
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,1,0.0442475
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,1,0.0480484
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,1,0.0550726
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,1,0.0682154
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,2,  0.0476690
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,2,0.0487303
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,2,0.0498401
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,2,0.0519276
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,2,0.0557394
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,2,0.0626883
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,2,0.0756704
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,4,  0.0592076
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,4,0.0603107
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,4,0.0614814
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,4,0.0636892
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,4,0.0677492
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,4,0.0748188
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,4,0.0878939
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,8,  0.0763263
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,8,0.0775549
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,8,0.0788647
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,8,0.0813409
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,8,0.0858746
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,8,0.0939371
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,8,0.1077401
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,16,  0.1031342
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,16,0.1045534
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,16,0.1060859
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,16,0.1089830
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,16,0.1143494
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,16,0.1237093
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,16,0.1401286
0.850000,125.000000,1.01,1,1,1,0,0,0,0.016,32,  0.1486310
0.850000,125.000000,1.01,1,1,1,0,0,0,0.032,32,0.1502506
0.850000,125.000000,1.01,1,1,1,0,0,0,0.064,32,0.1519912
0.850000,125.000000,1.01,1,1,1,0,0,0,0.128,32,0.1553853
0.850000,125.000000,1.01,1,1,1,0,0,0,0.256,32,0.1618269
0.850000,125.000000,1.01,1,1,1,0,0,0,0.512,32,0.1738371
0.850000,125.000000,1.01,1,1,1,0,0,0,1.024,32,0.1933468
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,0.1,0.0150596
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,0.1,0.0158215
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,0.1,0.0167080
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,0.1,0.0185682
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,0.1,0.0226427
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,0.1,0.0315357
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,0.1,0.0504933
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,1,  0.0156537
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,1,0.0163569
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,1,0.0172319
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,1,0.0191286
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,1,0.0231123
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,1,0.0318087
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,1,0.0506617
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,2,  0.0180506
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,2,0.0187464
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,2,0.0195011
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,2,0.0212125
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,2,0.0248586
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,2,0.0330101
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,2,0.0513169
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,4,  0.0240082
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,4,0.0245177
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,4,0.0251021
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,4,0.0264506
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,4,0.0297358
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,4,0.0370981
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,4,0.0538758
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,8,  0.0349363
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,8,0.0355159
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,8,0.0361563
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,8,0.0372714
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,8,0.0403482
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,8,0.0468958
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,8,0.0617260
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,16,  0.0545967
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,16,0.0553132
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,16,0.0561060
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,16,0.0581094
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,16,0.0612395
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,16,0.0673224
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,16,0.0813646
0.850000,125.000000,1.01,1,1,0,1,0,0,0.016,32,  0.0945984
0.850000,125.000000,1.01,1,1,0,1,0,0,0.032,32,0.0952205
0.850000,125.000000,1.01,1,1,0,1,0,0,0.064,32,0.0963671
0.850000,125.000000,1.01,1,1,0,1,0,0,0.128,32,0.0978863
0.850000,125.000000,1.01,1,1,0,1,0,0,0.256,32,0.1008019
0.850000,125.000000,1.01,1,1,0,1,0,0,0.512,32,0.1079991
0.850000,125.000000,1.01,1,1,0,1,0,0,1.024,32,0.1220598
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,0.1,0.0318731
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,0.1,0.0331028
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,0.1,0.0344049
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,0.1,0.0368263
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,0.1,0.0412638
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,0.1,0.0492783
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,0.1,0.0647196
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,1,  0.0339227
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,1,0.0351524
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,1,0.0364384
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,1,0.0388549
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,1,0.0432652
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,1,0.0512367
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,1,0.0666148
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,2,  0.0358871
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,2,0.0371148
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,2,0.0384205
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,2,0.0408759
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,2,0.0453563
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,2,0.0534881
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,2,0.0686753
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,4,  0.0366163
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,4,0.0379379
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,4,0.0393276
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,4,0.0418393
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,4,0.0467725
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,4,0.0551610
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,4,0.0704843
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,8,  0.0333671
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,8,0.0347995
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,8,0.0362122
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,8,0.0390443
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,8,0.0444602
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,8,0.0538631
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,8,0.0701011
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,16,  0.0204849
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,16,0.0220532
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,16,0.0236702
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,16,0.0268346
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,16,0.0330703
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,16,0.0438741
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,16,0.0627333
0.850000,125.000000,1.01,1,1,0,0,1,0,0.016,32,  -0.0125514
0.850000,125.000000,1.01,1,1,0,0,1,0,0.032,32,-0.0108409
0.850000,125.000000,1.01,1,1,0,0,1,0,0.064,32,-0.0089709
0.850000,125.000000,1.01,1,1,0,0,1,0,0.128,32,-0.0053260
0.850000,125.000000,1.01,1,1,0,0,1,0,0.256,32,0.0016091
0.850000,125.000000,1.01,1,1,0,0,1,0,0.512,32,0.0144086
0.850000,125.000000,1.01,1,1,0,0,1,0,1.024,32,0.0370787
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,0.1,0.0132630
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,0.1,0.0141378
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,0.1,0.0151923
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,0.1,0.0174555
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,0.1,0.0223169
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,0.1,0.0331449
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,0.1,0.0571028
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,1,  0.0141411
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,1,0.0150017
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,1,0.0160460
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,1,0.0181894
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,1,0.0229025
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,1,0.0334935
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,1,0.0569759
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,2,  0.0164721
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,2,0.0172126
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,2,0.0181692
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,2,0.0202045
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,2,0.0247474
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,2,0.0348365
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,2,0.0579230
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,4,  0.0215553
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,4,0.0222173
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,4,0.0231425
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,4,0.0250537
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,4,0.0292389
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,4,0.0384029
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,4,0.0599736
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,8,  0.0311999
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,8,0.0320589
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,8,0.0330712
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,8,0.0347730
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,8,0.0388810
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,8,0.0472379
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,8,0.0664475
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,16,  0.0505141
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,16,0.0513582
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,16,0.0520726
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,16,0.0538464
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,16,0.0576529
0.850000,125.000000,1.01,1,1,0,0,0,1,0.512,16,0.0658270
0.850000,125.000000,1.01,1,1,0,0,0,1,1.024,16,0.0832053
0.850000,125.000000,1.01,1,1,0,0,0,1,0.016,32,  0.0863274
0.850000,125.000000,1.01,1,1,0,0,0,1,0.032,32,0.0870504
0.850000,125.000000,1.01,1,1,0,0,0,1,0.064,32,0.0880469
0.850000,125.000000,1.01,1,1,0,0,0,1,0.128,32,0.0892940
0.850000,125.000000,1.01,1,1,0,0,0,1,0.256,32,0.0930930
