nom_voltage,nom_temperature,nom_process,related_pin CLK,timing_type setup_rising,rise_constraint,fall_constraint,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0,0.0160000,0.0160000,0.0469412
0.850000,125.000000,1.01,1,1,1,0,0.0320000,0.0160000,0.0503825
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.0160000,0.0576936
0.850000,125.000000,1.01,1,1,1,0,0.1280000,0.0160000,0.0639485
0.850000,125.000000,1.01,1,1,1,0,0.2560000,0.0160000,0.0768285
0.850000,125.000000,1.01,1,1,1,0,0.5120000,0.0160000,0.0912389
0.850000,125.000000,1.01,1,1,1,0,1.0240000,0.0160000,0.1170298
0.850000,125.000000,1.01,1,1,1,0,0.0160000,0.0320000, 0.0432059
0.850000,125.000000,1.01,1,1,1,0,0.0320000,0.0320000,0.0467428
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.0320000,0.0540497
0.850000,125.000000,1.01,1,1,1,0,0.1280000,0.0320000,0.0604748
0.850000,125.000000,1.01,1,1,1,0,0.2560000,0.0320000,0.0733471
0.850000,125.000000,1.01,1,1,1,0,0.5120000,0.0320000,0.0877260
0.850000,125.000000,1.01,1,1,1,0,1.0240000,0.0320000,0.1097884
0.850000,125.000000,1.01,1,1,1,0,0.0160000,0.0640000, 0.0439605
0.850000,125.000000,1.01,1,1,1,0,0.0320000,0.0640000,0.0474894
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.0640000,0.0508739
0.850000,125.000000,1.01,1,1,1,0,0.1280000,0.0640000,0.0613748
0.850000,125.000000,1.01,1,1,1,0,0.2560000,0.0640000,0.0707522
0.850000,125.000000,1.01,1,1,1,0,0.5120000,0.0640000,0.0854353
0.850000,125.000000,1.01,1,1,1,0,1.0240000,0.0640000,0.1068501
0.850000,125.000000,1.01,1,1,1,0,0.0160000,0.1280000, 0.0449277
0.850000,125.000000,1.01,1,1,1,0,0.0320000,0.1280000,0.0484694
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.1280000,0.0519635
0.850000,125.000000,1.01,1,1,1,0,0.1280000,0.1280000,0.0588176
0.850000,125.000000,1.01,1,1,1,0,0.2560000,0.1280000,0.0683336
0.850000,125.000000,1.01,1,1,1,0,0.5120000,0.1280000,0.0828312
0.850000,125.000000,1.01,1,1,1,0,1.0240000,0.1280000,0.1004085
0.850000,125.000000,1.01,1,1,1,0,0.0160000,0.2560000, 0.0513555
0.850000,125.000000,1.01,1,1,1,0,0.0320000,0.2560000,0.0549503
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.2560000,0.0622680
0.850000,125.000000,1.01,1,1,1,0,0.1280000,0.2560000,0.0689519
0.850000,125.000000,1.01,1,1,1,0,0.2560000,0.2560000,0.0777949
0.850000,125.000000,1.01,1,1,1,0,0.5120000,0.2560000,0.0930620
0.850000,125.000000,1.01,1,1,1,0,1.0240000,0.2560000,0.0952449
0.850000,125.000000,1.01,1,1,1,0,0.0160000,0.5120000, 0.0718955
0.850000,125.000000,1.01,1,1,1,0,0.0320000,0.5120000,0.0754863
0.850000,125.000000,1.01,1,1,1,0,0.0640000,0.5120000,0.0827251
0.850000,125.000000,1.01,1,1,1,0,0.1280000,0.5120000,0.0886498
0.850000,125.000000,1.01,1,1,1,0,0.2560000,0.5120000,0.1057958
0.850000,125.000000,1.01,1,1,1,0,0.5120000,0.5120000,0.1204010
0.850000,125.000000,1.01,1,1,1,0,1.0240000,0.5120000,0.1469651
0.850000,125.000000,1.01,1,1,1,0,0.0160000,1.0240000, 0.1129757
0.850000,125.000000,1.01,1,1,1,0,0.0320000,1.0240000,0.1165467
0.850000,125.000000,1.01,1,1,1,0,0.0640000,1.0240000,0.1199164
0.850000,125.000000,1.01,1,1,1,0,0.1280000,1.0240000,0.1417868
0.850000,125.000000,1.01,1,1,1,0,0.2560000,1.0240000,0.1545862
0.850000,125.000000,1.01,1,1,1,0,0.5120000,1.0240000,0.1726749
0.850000,125.000000,1.01,1,1,1,0,1.0240000,1.0240000,0.2028278
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.0160000,0.0233121
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.0160000,0.0270019
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.0160000,0.0380436
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.0160000,0.0563784
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.0160000,0.0815446
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.0160000,0.1195134
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.0160000,0.1839020
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.0320000, 0.0198197
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.0320000,0.0273535
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.0320000,0.0383506
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.0320000,0.0529518
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.0320000,0.0773437
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.0320000,0.1161217
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.0320000,0.1804008
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.0640000, 0.0163792
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.0640000,0.0239183
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.0640000,0.0351562
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.0640000,0.0536616
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.0640000,0.0783567
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.0640000,0.1120457
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.0640000,0.1758062
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.1280000, 0.0176456
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.1280000,0.0250405
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.1280000,0.0362555
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.1280000,0.0549048
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.1280000,0.0797024
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.1280000,0.1142241
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.1280000,0.1707247
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.2560000, 0.0240122
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.2560000,0.0276146
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.2560000,0.0425550
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.2560000,0.0608958
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.2560000,0.0860706
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.2560000,0.1284611
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.2560000,0.1772377
0.850000,125.000000,1.01,1,1,0,1,0.0160000,0.5120000, 0.0367398
0.850000,125.000000,1.01,1,1,0,1,0.0320000,0.5120000,0.0442442
0.850000,125.000000,1.01,1,1,0,1,0.0640000,0.5120000,0.0592877
0.850000,125.000000,1.01,1,1,0,1,0.1280000,0.5120000,0.0775814
0.850000,125.000000,1.01,1,1,0,1,0.2560000,0.5120000,0.1130301
0.850000,125.000000,1.01,1,1,0,1,0.5120000,0.5120000,0.1524555
0.850000,125.000000,1.01,1,1,0,1,1.0240000,0.5120000,0.1975285
0.850000,125.000000,1.01,1,1,0,1,0.0160000,1.0240000, 0.0817263
0.850000,125.000000,1.01,1,1,0,1,0.0320000,1.0240000,0.0892285
0.850000,125.000000,1.01,1,1,0,1,0.0640000,1.0240000,0.1043017
0.850000,125.000000,1.01,1,1,0,1,0.1280000,1.0240000,0.1252207
0.850000,125.000000,1.01,1,1,0,1,0.2560000,1.0240000,0.1627682
0.850000,125.000000,1.01,1,1,0,1,0.5120000,1.0240000,0.2122760
0.850000,125.000000,1.01,1,1,0,1,1.0240000,1.0240000,0.2617188
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,0.0160000,0.3867223
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.0160000,0.3938624
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.0160000,0.4170813
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.0160000,0.4546930
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.0160000,0.5300589
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.0160000,0.6612624
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.0160000,0.8728895
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,0.0320000, 0.3754000
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.0320000,0.3864464
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.0320000,0.4057592
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.0320000,0.4433708
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.0320000,0.5187367
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.0320000,0.6538966
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.0320000,0.8654746
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,0.0640000, 0.3562756
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.0640000,0.3634157
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.0640000,0.3827327
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.0640000,0.4203401
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.0640000,0.4996122
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.0640000,0.6308195
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.0640000,0.8424428
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,0.1280000, 0.3150247
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.1280000,0.3221155
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.1280000,0.3453201
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.1280000,0.3797442
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.1280000,0.4551702
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.1280000,0.5894631
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.1280000,0.8054251
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,0.2560000, 0.2466143
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.2560000,0.2538179
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.2560000,0.2734525
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.2560000,0.3109900
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.2560000,0.3860992
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.2560000,0.5178682
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.2560000,0.7341472
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,0.5120000, 0.2047149
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,0.5120000,0.2159780
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,0.5120000,0.2311074
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,0.5120000,0.2729126
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,0.5120000,0.3408526
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,0.5120000,0.4636239
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,0.5120000,0.6674693
0.750000,-40.000000,0.99,1,1,1,0,0.0160000,1.0240000, 0.1832890
0.750000,-40.000000,0.99,1,1,1,0,0.0320000,1.0240000,0.1907649
0.750000,-40.000000,0.99,1,1,1,0,0.0640000,1.0240000,0.2058355
0.750000,-40.000000,0.99,1,1,1,0,0.1280000,1.0240000,0.2434472
0.750000,-40.000000,0.99,1,1,1,0,0.2560000,1.0240000,0.3142904
0.750000,-40.000000,0.99,1,1,1,0,0.5120000,1.0240000,0.4390113
0.750000,-40.000000,0.99,1,1,1,0,1.0240000,1.0240000,0.6328125
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.0160000,0.2655396
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.0160000,0.2768217
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.0160000,0.2997618
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.0160000,0.3451522
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.0160000,0.4359830
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.0160000,0.6293651
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.0160000,1.0161302
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.0320000, 0.2540687
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.0320000,0.2653518
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.0320000,0.2882921
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.0320000,0.3336825
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.0320000,0.4245133
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.0320000,0.6178951
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.0320000,1.0085666
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.0640000, 0.2352458
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.0640000,0.2464841
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.0640000,0.2697257
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.0640000,0.3148596
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.0640000,0.4060445
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.0640000,0.5991073
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.0640000,0.9858376
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.1280000, 0.1980010
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.1280000,0.2053200
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.1280000,0.2281074
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.1280000,0.2736919
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.1280000,0.3637994
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.1280000,0.5571815
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.1280000,0.9485338
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.2560000, 0.1140171
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.2560000,0.1215828
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.2560000,0.1446532
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.2560000,0.1937704
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.2560000,0.2842256
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.2560000,0.4824117
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.2560000,0.8814013
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,0.5120000, 0.0250424
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,0.5120000,0.0365404
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,0.5120000,0.0591695
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,0.5120000,0.1045482
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,0.5120000,0.1957252
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,0.5120000,0.3831439
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,0.5120000,0.7924856
0.750000,-40.000000,0.99,1,1,0,1,0.0160000,1.0240000, -0.0804502
0.750000,-40.000000,0.99,1,1,0,1,0.0320000,1.0240000,-0.0708169
0.750000,-40.000000,0.99,1,1,0,1,0.0640000,1.0240000,-0.0481878
0.750000,-40.000000,0.99,1,1,0,1,0.1280000,1.0240000,-0.0067037
0.750000,-40.000000,0.99,1,1,0,1,0.2560000,1.0240000,0.0803271
0.750000,-40.000000,0.99,1,1,0,1,0.5120000,1.0240000,0.2637099
0.750000,-40.000000,0.99,1,1,0,1,1.0240000,1.0240000,0.6601563
