nom_voltage,nom_temperature,nom_process,related_pin A1,related_pin A2,timing_type combinational,timing_sense positive_unate,timing_sense negative_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,0.1,0.0369705
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,0.1,0.0378916
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,0.1,0.0393430
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,0.1,0.0420695
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,0.1,0.0469776
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,0.1,0.0556302
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,0.1,0.0707837
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,0.25, 0.0404520
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,0.25,0.0413323
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,0.25,0.0427436
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,0.25,0.0453753
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,0.25,0.0501583
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,0.25,0.0586925
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,0.25,0.0737307
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,0.5, 0.0453983
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,0.5,0.0463125
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,0.5,0.0477596
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,0.5,0.0504850
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,0.5,0.0554177
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,0.5,0.0640885
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,0.5,0.0792125
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,1, 0.0512202
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,1,0.0522895
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,1,0.0538355
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,1,0.0567756
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,1,0.0621428
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,1,0.0713418
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,1,0.0873193
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,2, 0.0567869
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,2,0.0578498
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,2,0.0595750
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,2,0.0629847
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,2,0.0690934
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,2,0.0796471
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,2,0.0977487
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,4, 0.0598140
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,4,0.0609667
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,4,0.0633175
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,4,0.0669400
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,4,0.0738488
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,4,0.0865099
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,4,0.1082520
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.016,8, 0.0586607
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.032,8,0.0599128
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.064,8,0.0619578
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.128,8,0.0660231
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.256,8,0.0738842
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,0.512,8,0.0885984
0.850000,125.000000,1.01,1,0,1,1,0,1,0,0,0,1.024,8,0.1146263
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.016,0.1,0.0241624
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.032,0.1,0.0247543
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.064,0.1,0.0257551
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.128,0.1,0.0279557
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.256,0.1,0.0322494
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.512,0.1,0.0411240
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,1.024,0.1,0.0593512
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.016,0.25, 0.0254388
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.032,0.25,0.0259604
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.064,0.25,0.0269848
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.128,0.25,0.0290760
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.256,0.25,0.0332188
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.512,0.25,0.0417920
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,1.024,0.25,0.0598731
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.016,0.5, 0.0313982
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.032,0.5,0.0319107
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.064,0.5,0.0327532
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.128,0.5,0.0345038
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.256,0.5,0.0382031
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.512,0.5,0.0459028
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,1.024,0.5,0.0627755
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.016,1, 0.0427311
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.032,1,0.0432875
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.064,1,0.0440188
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.128,1,0.0456656
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.256,1,0.0492481
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.512,1,0.0566668
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,1.024,1,0.0725828
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.016,2, 0.0645021
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.032,2,0.0650461
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.064,2,0.0662765
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.128,2,0.0681420
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.256,2,0.0715621
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.512,2,0.0789268
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,1.024,2,0.0942590
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.016,4, 0.1072651
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.032,4,0.1078453
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.064,4,0.1093311
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.128,4,0.1111130
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.256,4,0.1148881
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.512,4,0.1221473
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,1.024,4,0.1385164
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.016,8, 0.1929478
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.032,8,0.1935385
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.064,8,0.1947102
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.128,8,0.1965815
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.256,8,0.2006378
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,0.512,8,0.2094028
0.850000,125.000000,1.01,1,0,1,1,0,0,1,0,0,1.024,8,0.2263370
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,0.1,0.0292357
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,0.1,0.0302285
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,0.1,0.0318103
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,0.1,0.0347466
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,0.1,0.0400315
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,0.1,0.0493864
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,0.1,0.0662183
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,0.25, 0.0337932
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,0.25,0.0347634
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,0.25,0.0363041
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,0.25,0.0391429
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,0.25,0.0442897
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,0.25,0.0534685
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,0.25,0.0701497
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,0.5, 0.0400275
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,0.5,0.0410467
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,0.5,0.0426669
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,0.5,0.0457339
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,0.5,0.0512620
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,0.5,0.0608749
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,0.5,0.0776569
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,1, 0.0479961
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,1,0.0490856
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,1,0.0508684
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,1,0.0542173
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,1,0.0603310
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,1,0.0709986
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,1,0.0892464
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,2, 0.0573489
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,2,0.0585199
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,2,0.0604523
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,2,0.0641526
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,2,0.0709715
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,2,0.0833698
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,2,0.1045457
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,4, 0.0675013
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,4,0.0687075
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,4,0.0710673
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,4,0.0750727
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,4,0.0828424
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,4,0.0973137
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,4,0.1222255
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.016,8, 0.0788842
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.032,8,0.0801744
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.064,8,0.0823267
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.128,8,0.0866830
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.256,8,0.0956423
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,0.512,8,0.1116100
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1,0,1.024,8,0.1411685
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.016,0.1,0.0180230
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.032,0.1,0.0187609
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.064,0.1,0.0200227
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.128,0.1,0.0225611
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.256,0.1,0.0277977
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.512,0.1,0.0386240
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,1.024,0.1,0.0619569
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.016,0.25, 0.0202263
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.032,0.25,0.0208271
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.064,0.25,0.0218012
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.128,0.25,0.0241600
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.256,0.25,0.0290792
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.512,0.25,0.0394947
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,1.024,0.25,0.0623894
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.016,0.5, 0.0274944
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.032,0.5,0.0280587
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.064,0.5,0.0288611
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.128,0.5,0.0308723
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.256,0.5,0.0351278
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.512,0.5,0.0443645
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,1.024,0.5,0.0655768
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.016,1, 0.0411179
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.032,1,0.0415698
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.064,1,0.0425083
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.128,1,0.0439845
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.256,1,0.0479338
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.512,1,0.0564453
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,1.024,1,0.0755507
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.016,2, 0.0652637
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.032,2,0.0656019
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.064,2,0.0662118
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.128,2,0.0679185
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.256,2,0.0726651
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.512,2,0.0805065
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,1.024,2,0.0978960
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.016,4, 0.1107267
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.032,4,0.1108178
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.064,4,0.1122566
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.128,4,0.1129687
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.256,4,0.1168655
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.512,4,0.1253193
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,1.024,4,0.1439223
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.016,8, 0.1982898
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.032,8,0.1985860
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.064,8,0.1991386
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.128,8,0.2004234
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.256,8,0.2068812
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,0.512,8,0.2127011
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0,1,1.024,8,0.2295095
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.016,0.1,0.0562706
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.032,0.1,0.0571978
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.064,0.1,0.0586785
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.128,0.1,0.0615626
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.256,0.1,0.0665802
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.512,0.1,0.0753049
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,1.024,0.1,0.0906376
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.016,0.25, 0.0594239
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.032,0.25,0.0603562
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.064,0.25,0.0618482
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.128,0.25,0.0645994
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.256,0.25,0.0696180
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.512,0.25,0.0784017
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,1.024,0.25,0.0937653
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.016,0.5, 0.0642381
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.032,0.5,0.0651679
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.064,0.5,0.0666235
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.128,0.5,0.0693515
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.256,0.5,0.0742721
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.512,0.5,0.0829672
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,1.024,0.5,0.0982652
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.016,1, 0.0721363
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.032,1,0.0730705
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.064,1,0.0745544
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.128,1,0.0773143
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.256,1,0.0822455
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.512,1,0.0909660
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,1.024,1,0.1060646
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.016,2, 0.0838912
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.032,2,0.0848484
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.064,2,0.0863784
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.128,2,0.0893320
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.256,2,0.0946188
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,0.512,2,0.1034614
0.850000,125.000000,1.01,0,1,1,0,1,1,0,0,0,1.024,2,0.1189897
